iter	Passed	Remaining
305	15140	628074
306	15184	627804
307	15225	627398
308	15265	626991
309	15311	626764
310	15349	626260
311	15390	625885
312	15433	625565
313	15474	625183
314	15517	624896
315	15558	624515
316	15602	624229
317	15646	623998
318	15687	623602
319	15730	623335
320	15773	623021
321	15811	622550
322	15860	622503
323	15900	622095
324	15940	621664
325	15981	621310
326	16024	621027
327	16066	620709
328	16131	621300
329	16177	621105
330	16215	620664
331	16262	620517
332	16306	620279
333	16363	620522
334	16416	620656
335	16464	620565
336	16517	620666
337	16568	620691
338	16611	620414
339	16659	620335
340	16704	620134
341	16747	619862
342	16786	619424
343	16827	619094
344	16868	618769
345	16910	618464
346	16952	618173
347	16990	617696
348	17033	617453
349	17075	617155
350	17118	616884
351	17165	616799
352	17218	616883
353	17267	616842
354	17315	616779
355	17368	616865
356	17427	617174
357	17476	617144
358	17533	617394
359	17588	617547
360	17632	617349
361	17687	617481
362	17749	617920
363	17792	617658
364	17832	617299
365	17871	616907
366	17915	616692
367	17963	616614
368	18005	616348
369	18045	615991
370	18092	615874
371	18133	615554
372	18191	615837
373	18254	616245
374	18308	616389
375	18357	616350
376	18402	616165
377	18450	616103
378	18504	616203
379	18549	616053
380	18597	615949
381	18651	616070
382	18696	615924
383	18751	616050
384	18808	616288
385	18865	616500
386	18914	616444
387	18964	616450
388	19009	616285
389	19059	616271
390	19119	616554
391	19170	616578
392	19224	616707
393	19278	616810
394	19329	616829
395	19374	616648
396	19417	616408
397	19461	616205
398	19505	616012
399	19548	615780
400	19592	615575
401	19635	615328
402	19680	615172
403	19725	614998
404	19777	615041
405	19846	615641
406	19926	616542
407	19980	616663
408	20030	616626
409	20069	616274
410	20115	616132
411	20155	615819
412	20196	615521
413	20238	615280
414	20284	615123
415	20326	614864
416	20372	614735
417	20419	614647
418	20470	614642
419	20521	614666
420	20568	614572
421	20614	614435
422	20665	614458
423	20717	614481
424	20767	614468
425	20817	614472
426	20879	614781
427	20929	614778
428	20983	614885
429	21035	614909
430	21083	614848
431	21123	614535
432	21166	614326
433	21209	614096
434	21253	613912
435	21293	613597
436	21333	613306
437	21377	613113
438	21421	612937
439	21476	613048
440	21522	612924
441	21562	612624
442	21605	612413
443	21654	612374
444	21710	612535
445	21765	612651
446	21816	612658
447	21870	612761
448	21920	612745
449	21970	612722
450	22034	613105
451	22098	613489
452	22155	613646
453	22207	613694
454	22251	613512
455	22299	613432
456	22347	613354
457	22393	613227
458	22437	613059
459	22488	613068
460	22539	613060
461	22587	612983
462	22630	612777
463	22674	612612
464	22713	612281
465	22760	612197
466	22801	611923
467	22840	611604
468	22880	611325
469	22917	610980
470	22962	610818
471	23007	610672
472	23050	610475
473	23092	610255
474	23139	610139
475	23183	609967
476	23226	609775
477	23271	609630
478	23321	609611
479	23372	609640
480	23420	609577
481	23461	609315
482	23501	609056
483	23539	608725
484	23582	608520
485	23626	608346
486	23737	609919
487	23801	610242
488	23845	610083
489	23888	609882
490	23928	609618
491	23967	609329
492	24012	609184
493	24057	609027
494	24100	608849
495	24145	608705
496	24200	608798
497	24246	608698
498	24296	608676
499	24335	608398
500	24380	608259
501	24423	608053
502	24467	607893
503	24513	607784
504	24563	607752
505	24612	607727
506	24660	607659
507	24706	607557
508	24750	607379
509	24790	607132
510	24833	606936
511	24892	607147
512	24956	607467
513	25005	607418
514	25056	607448
515	25111	607542
516	25164	607598
517	25212	607529
518	25259	607447
519	25306	607358
520	25349	607175
521	25396	607087
522	25437	606854
523	25480	606666
524	25541	606926
525	25617	607504
526	25678	607768
527	25753	608322
528	25822	608751
529	25871	608712
530	25925	608779
531	25981	608909
532	26030	608855
533	26083	608899
534	26129	608791
535	26176	608707
536	26222	608584
537	26260	608278
538	26303	608112
539	26355	608129
540	26416	608357
541	26463	608260
542	26517	608335
543	26574	608485
544	26618	608315
545	26661	608147
546	26703	607926
547	26747	607777
548	26793	607669
549	26841	607593
550	26900	607779
551	26941	607552
552	26985	607402
553	27037	607420
554	27087	607384
555	27133	607292
556	27190	607408
557	27244	607492
558	27306	607724
559	27365	607898
560	27419	607962
561	27465	607852
562	27508	607678
563	27552	607516
564	27601	607474
565	27647	607356
566	27694	607269
567	27738	607117
568	27776	606830
569	27819	606663
570	27865	606559
571	27923	606708
572	27977	606757
573	28174	609923
574	28245	610337
575	28289	610183
576	28335	610062
577	28380	609934
578	28424	609773
579	28471	609678
580	28546	610189
581	28607	610385
582	28654	610290
583	28702	610223
584	28747	610093
585	28788	609869
586	28831	609676
587	28875	609529
588	28924	609468
589	28967	609295
590	29022	609380
591	29082	609552
592	29135	609576
593	29199	609848
594	29266	610175
595	29313	610082
596	29360	609979
597	29409	609926
598	29456	609831
599	29506	609808
600	29570	610056
601	29647	610587
602	29695	610504
603	29746	610487
604	29806	610654
605	29851	610536
606	29903	610533
607	29950	610432
608	29994	610281
609	30039	610154
610	30080	609928
611	30125	609800
612	30183	609913
613	30232	609868
614	30275	609688
615	30324	609649
616	30372	609570
617	30427	609634
618	30483	609712
619	30529	609605
620	30573	609459
621	30620	609367
622	30709	610095
623	30763	610145
624	30812	610095
625	30871	610227
626	30926	610288
627	30975	610241
628	31029	610286
629	31086	610376
630	31161	610837
631	31236	611283
632	31309	611695
633	31356	611609
634	31405	611546
635	31470	611793
636	31523	611810
637	31573	611777
638	31640	612053
639	31691	612034
640	31732	611834
641	31803	612189
642	31875	612578
643	31930	612635
644	31979	612565
645	32029	612524
646	32076	612431
647	32125	612365
648	32170	612239
649	32218	612145
650	32261	611981
651	32315	612016
652	32385	612345
653	32448	612547
654	32512	612767
655	32565	612781
656	32626	612943
657	32681	612992
658	32733	612996
659	32787	613032
660	32846	613150
661	32897	613130
662	32951	613149
663	33003	613151
664	33050	613054
665	33099	612986
666	33155	613052
667	33204	612991
668	33254	612950
669	33299	612813
670	33348	612751
671	33397	612693
672	33459	612866
673	33513	612892
674	33563	612841
675	33614	612813
676	33653	612569
677	33692	612332
678	33735	612149
679	33781	612040
680	33830	611979
681	33875	611850
682	33919	611698
683	33966	611603
684	34007	611385
685	34047	611165
686	34089	610978
687	34134	610849
688	34180	610734
689	34225	610598
690	34267	610421
691	34315	610337
692	34361	610222
693	34408	610131
694	34462	610161
695	34503	609960
696	34546	609793
697	34588	609613
698	34638	609567
699	34684	609451
700	34730	609341
701	34774	609200
702	34824	609149
703	34864	608943
704	34910	608826
705	34961	608799
706	35003	608630
707	35052	608560
708	35099	608467
709	35146	608389
710	35192	608264
711	35245	608283
712	35288	608123
713	35332	607982
714	35383	607958
715	35433	607908
716	35482	607846
717	35523	607665
718	35569	607545
719	35612	607396
720	35661	607330
721	35709	607266
722	35758	607194
723	35801	607050
724	35844	606888
725	35893	606822
726	35939	606720
727	35987	606651
728	36039	606647
729	36083	606505
730	36129	606387
731	36175	606286
732	36221	606174
733	36266	606054
734	36314	605988
735	36358	605844
736	36399	605659
737	36440	605466
738	36482	605285
739	36526	605154
740	36571	605030
741	36613	604862
742	36658	604749
743	36703	604621
744	36748	604502
745	36800	604496
746	36845	604382
747	36892	604288
748	36933	604106
749	36975	603939
750	37018	603773
751	37063	603656
752	37108	603547
753	37151	603398
754	37202	603372
755	37246	603231
756	37294	603158
757	37338	603024
758	37384	602934
759	37434	602884
760	37477	602739
761	37519	602570
762	37564	602467
763	37614	602428
764	37658	602282
765	37701	602138
766	37744	601991
767	37792	601920
768	37838	601820
769	37885	601736
770	37937	601734
771	37982	601625
772	38024	601459
773	38074	601421
774	38115	601239
775	38158	601099
776	38204	600988
777	38253	600945
778	38298	600836
779	38346	600761
780	38387	600590
781	38438	600572
782	38484	600471
783	38534	600425
784	38580	600326
785	38626	600228
786	38674	600168
787	38715	599990
788	38759	599869
789	38803	599728
790	38847	599600
791	38889	599444
792	38932	599311
793	38976	599184
794	39022	599078
795	39067	598973
796	39112	598859
797	39157	598739
798	39197	598557
799	39240	598410
800	39281	598244
801	39328	598172
802	39384	598229
803	39434	598180
804	39487	598204
805	39558	598486
806	39611	598495
807	39659	598422
808	39705	598333
809	39750	598227
810	39795	598109
811	39834	597905
812	39879	597793
813	39924	597692
814	39966	597534
815	40012	597445
816	40060	597373
817	40109	597332
818	40157	597263
819	40202	597147
820	40247	597043
821	40293	596950
822	40338	596848
823	40385	596766
824	40426	596597
825	40470	596474
826	40510	596287
827	40557	596214
828	40602	596111
829	40648	596012
830	40696	595951
831	40746	595915
832	40789	595780
833	40830	595613
834	40875	595514
835	40921	595417
836	40966	595307
837	41012	595219
838	41055	595087
839	41097	594934
840	41144	594863
841	41191	594786
842	41332	596065
843	41404	596341
844	41446	596198
845	41491	596087
846	41536	595976
847	41579	595837
848	41619	595664
849	41662	595526
850	41703	595359
851	41754	595341
852	41800	595253
853	41847	595179
854	41885	594974
855	41929	594857
856	41972	594720
857	42013	594560
858	42058	594447
859	42102	594327
860	42141	594146
861	42190	594098
862	42236	593998
863	42288	593994
864	42341	594007
865	42386	593895
866	42426	593721
867	42469	593594
868	42518	593548
869	42564	593451
870	42607	593328
871	42648	593163
872	42691	593039
873	42739	592977
874	42786	592896
875	42832	592810
876	42879	592736
877	42926	592652
878	42967	592496
879	43014	592431
880	43058	592316
881	43101	592176
882	43143	592043
883	43188	591931
884	43230	591793
885	43275	591689
886	43318	591557
887	43359	591409
888	43404	591307
889	43455	591284
890	43499	591172
891	43543	591062
892	43585	590922
893	43632	590838
894	43674	590708
895	43719	590602
896	43764	590497
897	43803	590317
898	43845	590180
899	43884	590007
900	43935	589983
901	43981	589897
902	44028	589819
903	44075	589747
904	44119	589646
905	44167	589579
906	44214	589505
907	44262	589454
908	44307	589357
909	44347	589194
910	44394	589122
911	44449	589157
912	44493	589039
913	44536	588918
914	44581	588815
915	44628	588744
916	44678	588712
917	44720	588578
918	44768	588514
919	44809	588362
920	44855	588278
921	44902	588217
922	44949	588144
923	44992	588020
924	45035	587895
925	45080	587795
926	45124	587694
927	45169	587596
928	45214	587494
929	45260	587406
930	45304	587301
931	45351	587233
932	45396	587142
933	45441	587044
934	45485	586939
935	45537	586929
936	45592	586963
937	45636	586857
938	45683	586778
939	45723	586617
940	45766	586504
941	45811	586403
942	45852	586260
943	45898	586183
944	45942	586074
945	45985	585955
946	46029	585845
947	46075	585766
948	46117	585631
949	46163	585542
950	46203	585392
951	46250	585316
952	46291	585173
953	46330	585005
954	46371	584864
955	46413	584737
956	46457	584627
957	46504	584559
958	46546	584422
959	46589	584303
960	46643	584335
961	46696	584336
962	46737	584199
963	46782	584107
964	46829	584028
965	46869	583885
966	46918	583837
967	46960	583710
968	47004	583599
969	47051	583541
970	47096	583443
971	47137	583299
972	47181	583201
973	47235	583212
974	47279	583118
975	47324	583020
976	47373	582980
977	47417	582879
978	47463	582796
979	47511	582743
980	47557	582670
981	47605	582609
982	47646	582471
983	47693	582398
984	47739	582321
985	47785	582247
986	47835	582215
987	47879	582115
988	47925	582033
989	47969	581936
990	48011	581810
991	48057	581734
992	48101	581621
993	48152	581611
994	48197	581515
995	48245	581460
996	48288	581346
997	48335	581288
998	48383	581233
999	48427	581125
1000	48470	581014
1001	48515	580930
1002	48553	580757
1003	48598	580668
1004	48642	580566
1005	48687	580478
1006	48732	580390
1007	48776	580286
1008	48820	580190
1009	48872	580177
1010	48915	580064
1011	48960	579977
1012	49005	579886
1013	49047	579769
1014	49094	579698
1015	49138	579601
1016	49184	579526
1017	49231	579462
1018	49277	579380
1019	49324	579319
1020	49372	579273
1021	49416	579171
1022	49463	579102
1023	49513	579073
1024	49562	579040
1025	49607	578943
1026	49650	578836
1027	49697	578778
1028	49743	578694
1029	49791	578641
1030	49834	578538
1031	49882	578478
1032	49927	578389
1033	49978	578380
1034	50025	578308
1035	50067	578186
1036	50110	578078
1037	50158	578032
1038	50206	577978
1039	50250	577877
1040	50293	577766
1041	50338	577680
1042	50383	577596
1043	50428	577516
1044	50470	577395
1045	50515	577302
1046	50563	577250
1047	50611	577207
1048	50656	577120
1049	50700	577020
1050	50744	576920
1051	50791	576856
1052	50848	576912
1053	50890	576795
1054	50939	576749
1055	50984	576670
1056	51033	576623
1057	51081	576569
1058	51135	576593
1059	51222	576975
1060	51296	577223
1061	51342	577148
1062	51392	577116
1063	51438	577042
1064	51485	576980
1065	51529	576883
1066	51579	576846
1067	51620	576715
1068	51666	576649
1069	51715	576607
1070	51759	576505
1071	51803	576405
1072	51849	576340
1073	51893	576241
1074	51939	576171
1075	51983	576073
1076	52022	575918
1077	52068	575839
1078	52116	575797
1079	52170	575805
1080	52213	575701
1081	52257	575601
1082	52301	575513
1083	52347	575436
1084	52392	575354
1085	52440	575302
1086	52484	575205
1087	52525	575079
1088	52569	574983
1089	52617	574927
1090	52658	574801
1091	52706	574754
1092	52752	574673
1093	52797	574590
1094	52838	574467
1095	52883	574387
1096	52927	574289
1097	52971	574196
1098	53014	574088
1099	53061	574030
1100	53107	573951
1101	53153	573885
1102	53199	573809
1103	53248	573772
1104	53298	573747
1105	53346	573690
1106	53392	573621
1107	53438	573546
1108	53479	573423
1109	53519	573282
1110	53563	573195
1111	53609	573121
1112	53650	572995
1113	53695	572908
1114	53739	572822
1115	53782	572715
1116	53830	572670
1117	53873	572559
1118	53918	572476
1119	53966	572434
1120	54012	572363
1121	54063	572335
1122	54107	572246
1123	54150	572140
1124	54189	571997
1125	54238	571963
1126	54283	571882
1127	54326	571775
1128	54381	571804
1129	54435	571810
1130	54482	571753
1131	54523	571632
1132	54568	571550
1133	54611	571443
1134	54653	571335
1135	54700	571273
1136	54751	571253
1137	54799	571203
1138	54848	571165
1139	54891	571067
1140	54933	570952
1141	54980	570889
1142	55027	570832
1143	55076	570794
1144	55119	570688
1145	55162	570590
1146	55214	570583
1147	55257	570484
1148	55302	570398
1149	55351	570357
1150	55397	570291
1151	55445	570241
1152	55489	570149
1153	55540	570127
1154	55583	570027
1155	55624	569906
1156	55668	569824
1157	55714	569746
1158	55755	569627
1159	55799	569541
1160	55844	569455
1161	55887	569362
1162	55930	569260
1163	55972	569149
1164	56023	569129
1165	56072	569088
1166	56118	569023
1167	56161	568921
1168	56206	568846
1169	56250	568755
1170	56295	568674
1171	56337	568563
1172	56382	568490
1173	56430	568440
1174	56475	568355
1175	56522	568299
1176	56572	568275
1177	56620	568219
1178	56667	568166
1179	56707	568036
1180	56752	567962
1181	56796	567870
1182	56842	567795
1183	56882	567675
1184	56929	567616
1185	56972	567517
1186	57017	567433
1187	57061	567346
1188	57108	567285
1189	57152	567199
1190	57201	567167
1191	57246	567084
1192	57289	566987
1193	57340	566970
1194	57391	566947
1195	57435	566868
1196	57478	566763
1197	57518	566642
1198	57563	566558
1199	57604	566445
1200	57644	566316
1201	57690	566253
1202	57735	566172
1203	57779	566089
1204	57828	566043
1205	57875	565991
1206	57922	565929
1207	57963	565812
1208	58010	565758
1209	58051	565646
1210	58095	565553
1211	58142	565493
1212	58189	565437
1213	58233	565354
1214	58278	565281
1215	58322	565191
1216	58374	565181
1217	58417	565084
1218	58462	565005
1219	58500	564867
1220	58540	564745
1221	58578	564600
1222	58617	564465
1223	58656	564332
1224	58700	564247
1225	58741	564132
1226	58787	564066
1227	58832	563987
1228	58877	563911
1229	58924	563858
1230	59019	564260
1231	59077	564301
1232	59139	564390
1233	59186	564336
1234	59235	564292
1235	59285	564263
1236	59330	564188
1237	59374	564104
1238	59423	564067
1239	59470	564008
1240	59514	563925
1241	59560	563855
1242	59607	563799
1243	59653	563737
1244	59694	563623
1245	59739	563541
1246	59784	563467
1247	59831	563414
1248	59878	563360
1249	59925	563297
1250	59965	563180
1251	60015	563152
1252	60056	563036
1253	60115	563093
1254	60162	563032
1255	60204	562933
1256	60244	562805
1257	60289	562730
1258	60334	562659
1259	60374	562540
1260	60416	562438
1261	60463	562380
1262	60512	562340
1263	60558	562270
1264	60610	562265
1265	60657	562205
1266	60699	562104
1267	60754	562120
1268	60805	562103
1269	60847	561998
1270	60892	561924
1271	60936	561839
1272	60978	561743
1273	61022	561659
1274	61066	561576
1275	61114	561521
1276	61162	561479
1277	61214	561471
1278	61261	561408
1279	61318	561449
1280	61370	561438
1281	61416	561375
1282	61463	561311
1283	61507	561233
1284	61557	561199
1285	61596	561074
1286	61646	561041
1287	61694	560996
1288	61741	560945
1289	61785	560857
1290	61833	560807
1291	61891	560858
1292	61945	560859
1293	61989	560778
1294	62030	560673
1295	62079	560635
1296	62126	560571
1297	62168	560477
1298	62212	560392
1299	62257	560321
1300	62301	560235
1301	62344	560144
1302	62386	560044
1303	62436	560014
1304	62477	559907
1305	62518	559792
1306	62562	559715
1307	62603	559602
1308	62647	559517
1309	62693	559456
1310	62734	559349
1311	62776	559247
1312	62822	559186
1313	62889	559304
1314	62940	559281
1315	62982	559187
1316	63024	559086
1317	63073	559047
1318	63116	558953
1319	63156	558838
1320	63201	558768
1321	63247	558705
1322	63293	558637
1323	63337	558555
1324	63382	558481
1325	63427	558412
1326	63475	558360
1327	63543	558494
1328	63592	558457
1329	63638	558387
1330	63686	558347
1331	63728	558242
1332	63772	558163
1333	63818	558100
1334	63861	558010
1335	63902	557902
1336	63943	557791
1337	63986	557702
1338	64031	557632
1339	64077	557572
1340	64120	557479
1341	64181	557549
1342	64235	557550
1343	64276	557446
1344	64336	557499
1345	64379	557412
1346	64426	557357
1347	64482	557380
1348	64532	557355
1349	64586	557357
1350	64647	557420
1351	64724	557626
1352	64774	557592
1353	64821	557540
1354	64887	557650
1355	64927	557536
1356	64974	557479
1357	65021	557422
1358	65066	557349
1359	65106	557233
1360	65150	557153
1361	65197	557095
1362	65262	557196
1363	65318	557218
1364	65365	557158
1365	65409	557079
1366	65450	556978
1367	65494	556891
1368	65533	556770
1369	65577	556686
1370	65625	556647
1371	65668	556558
1372	65712	556474
1373	65756	556394
1374	65801	556320
1375	65859	556363
1376	65911	556343
1377	65959	556299
1378	66010	556278
1379	66052	556177
1380	66093	556077
1381	66136	555990
1382	66187	555965
1383	66231	555885
1384	66280	555845
1385	66328	555802
1386	66375	555749
1387	66421	555683
1388	66467	555615
1389	66518	555597
1390	66571	555592
1391	66623	555576
1392	66669	555514
1393	66719	555486
1394	66759	555369
1395	66797	555239
1396	66842	555166
1397	66887	555101
1398	66931	555020
1399	66976	554946
1400	67022	554885
1401	67074	554870
1402	67123	554829
1403	67170	554777
1404	67224	554779
1405	67277	554777
1406	67324	554720
1407	67366	554621
1408	67407	554520
1409	67450	554430
1410	67493	554342
1411	67535	554252
1412	67584	554215
1413	67634	554181
1414	67686	554165
1415	67734	554125
1416	67779	554051
1417	67821	553958
1418	67862	553848
1419	67906	553769
1420	67950	553697
1421	67995	553621
1422	68037	553525
1423	68079	553430
1424	68122	553349
1425	68168	553282
1426	68215	553231
1427	68261	553163
1428	68307	553103
1429	68356	553064
1430	68400	552991
1431	68442	552889
1432	68486	552811
1433	68534	552766
1434	68580	552703
1435	68621	552606
1436	68664	552515
1437	68709	552447
1438	68752	552361
1439	68799	552306
1440	68849	552277
1441	68894	552208
1442	68936	552110
1443	68980	552036
1444	69020	551923
1445	69062	551829
1446	69108	551771
1447	69161	551764
1448	69205	551684
1449	69251	551625
1450	69294	551535
1451	69339	551470
1452	69415	551644
1453	69484	551763
1454	69554	551895
1455	69598	551819
1456	69641	551731
1457	69689	551682
1458	69737	551637
1459	69779	551544
1460	69827	551498
1461	69872	551427
1462	69923	551407
1463	69966	551316
1464	70010	551241
1465	70065	551254
1466	70120	551257
1467	70169	551221
1468	70216	551170
1469	70263	551110
1470	70309	551053
1471	70350	550950
1472	70401	550928
1473	70445	550851
1474	70495	550819
1475	70548	550812
1476	70596	550765
1477	70636	550660
1478	70682	550597
1479	70724	550503
1480	70771	550450
1481	70815	550374
1482	70860	550303
1483	70904	550224
1484	70945	550128
1485	70991	550067
1486	71036	549999
1487	71085	549953
1488	71131	549895
1489	71178	549841
1490	71224	549780
1491	71269	549712
1492	71313	549632
1493	71353	549525
1494	71397	549446
1495	71438	549348
1496	71484	549285
1497	71525	549188
1498	71569	549114
1499	71621	549094
1500	71674	549091
1501	71719	549019
1502	71764	548951
1503	71805	548853
1504	71852	548804
1505	71903	548777
1506	71945	548688
1507	71987	548593
1508	72040	548587
1509	72086	548524
1510	72128	548433
1511	72172	548355
1512	72209	548228
1513	72255	548168
1514	72300	548097
1515	72349	548062
1516	72400	548036
1517	72445	547968
1518	72490	547905
1519	72535	547833
1520	72581	547770
1521	72629	547725
1522	72678	547685
1523	72721	547604
1524	72763	547517
1525	72812	547476
1526	72865	547466
1527	72912	547416
1528	72958	547356
1529	73005	547303
1530	73056	547277
1531	73103	547225
1532	73146	547145
1533	73191	547075
1534	73238	547021
1535	73285	546967
1536	73335	546939
1537	73385	546911
1538	73436	546882
1539	73481	546817
1540	73530	546779
1541	73572	546692
1542	73620	546646
1543	73670	546615
1544	73711	546515
1545	73763	546500
1546	73807	546426
1547	73858	546403
1548	73900	546310
1549	73944	546235
1550	73994	546208
1551	74038	546127
1552	74085	546079
1553	74133	546028
1554	74177	545954
1555	74227	545924
1556	74279	545907
1557	74322	545826
1558	74366	545755
1559	74409	545669
1560	74451	545579
1561	74499	545532
1562	74543	545461
1563	74588	545393
1564	74651	545459
1565	74703	545439
1566	74752	545403
1567	74799	545347
1568	74849	545319
1569	74897	545270
1570	74942	545206
1571	74995	545199
1572	75044	545158
1573	75088	545081
1574	75130	544996
1575	75173	544910
1576	75220	544857
1577	75266	544801
1578	75312	544739
1579	75359	544683
1580	75401	544599
1581	75448	544546
1582	75499	544518
1583	75543	544447
1584	75585	544360
1585	75632	544308
1586	75674	544213
1587	75717	544137
1588	75761	544061
1589	75811	544030
1590	75856	543965
1591	75902	543902
1592	75952	543872
1593	75994	543788
1594	76042	543740
1595	76093	543713
1596	76138	543650
1597	76182	543573
1598	76229	543521
1599	76278	543483
1600	76323	543421
1601	76371	543374
1602	76419	543327
1603	76474	543331
1604	76520	543270
1605	76574	543267
1606	76619	543199
1607	76661	543115
1608	76705	543042
1609	76746	542946
1610	76788	542857
1611	76832	542786
1612	76882	542751
1613	76926	542682
1614	76972	542620
1615	77015	542540
1616	77065	542507
1617	77120	542511
1618	77166	542452
1619	77214	542406
1620	77255	542313
1621	77299	542241
1622	77345	542180
1623	77388	542102
1624	77432	542030
1625	77479	541975
1626	77523	541905
1627	77570	541849
1628	77615	541782
1629	77713	542088
1630	77783	542196
1631	77850	542278
1632	77893	542198
1633	77940	542147
1634	77980	542045
1635	78024	541973
1636	78065	541881
1637	78107	541795
1638	78151	541723
1639	78198	541669
1640	78247	541629
1641	78291	541555
1642	78341	541523
1643	78388	541469
1644	78431	541392
1645	78473	541302
1646	78522	541269
1647	78570	541217
1648	78615	541151
1649	78666	541127
1650	78710	541060
1651	78756	541000
1652	78815	541027
1653	78865	540994
1654	78910	540932
1655	78959	540891
1656	78997	540779
1657	79039	540688
1658	79080	540598
1659	79118	540484
1660	79161	540406
1661	79205	540335
1662	79252	540276
1663	79295	540199
1664	79337	540115
