iter	MultiClass
1008	0.2003128398
1009	0.2001323267
1010	0.1999196979
1011	0.1998516154
1012	0.1996774198
1013	0.1995922222
1014	0.1995355539
1015	0.1993316839
1016	0.1992804773
1017	0.1991279146
1018	0.1989598728
1019	0.1987753453
1020	0.1987140962
1021	0.198692413
1022	0.1985288136
1023	0.1982779528
1024	0.1982440752
1025	0.1981998027
1026	0.1978240904
1027	0.1977743939
1028	0.1975845305
1029	0.197476039
1030	0.1973233378
1031	0.197133336
1032	0.1968152485
1033	0.1966655802
1034	0.1965843216
1035	0.1963880275
1036	0.1963291569
1037	0.1962075523
1038	0.1961417475
1039	0.196111079
1040	0.19587649
1041	0.1957723653
1042	0.1956510123
1043	0.1955847671
1044	0.1954178832
1045	0.1951310179
1046	0.1950799749
1047	0.1949911405
1048	0.1948419882
1049	0.1947754787
1050	0.1947136381
1051	0.1945271097
1052	0.1944841082
1053	0.1944319452
1054	0.1943174256
1055	0.1942733293
1056	0.1941788317
1057	0.1940573655
1058	0.1940210213
1059	0.1939753141
1060	0.1938486756
1061	0.1937851613
1062	0.193721647
1063	0.1936781421
1064	0.1934263123
1065	0.1930683317
1066	0.1929986761
1067	0.192927523
1068	0.192887655
1069	0.192789143
1070	0.1927370178
1071	0.1926995409
1072	0.1924834261
1073	0.1924051124
1074	0.1922098879
1075	0.1919289626
1076	0.1918919514
1077	0.1917067443
1078	0.1916018394
1079	0.1915189448
1080	0.1914859984
1081	0.191400524
1082	0.1911598819
1083	0.1911207817
1084	0.1908821153
1085	0.1908083068
1086	0.190616669
1087	0.1905872589
1088	0.1904628227
1089	0.190382659
1090	0.1903546835
1091	0.1902455123
1092	0.1899669278
1093	0.189698587
1094	0.1891916303
1095	0.1891626732
1096	0.1889260078
1097	0.1888660171
1098	0.1885435376
1099	0.1884415774
1100	0.1883724378
1101	0.1882148286
1102	0.1881339854
1103	0.1880787391
1104	0.188016521
1105	0.1878435839
1106	0.1877863619
1107	0.1876693002
1108	0.1874145508
1109	0.1872559475
1110	0.186986751
1111	0.1869164787
1112	0.1868342889
1113	0.1867751289
1114	0.1867269929
1115	0.1866658822
1116	0.1865855801
1117	0.1864357986
1118	0.1863172519
1119	0.1861943888
1120	0.1861657589
1121	0.1860861112
1122	0.1860484959
1123	0.1860000705
1124	0.1858766159
1125	0.1858217723
1126	0.1856753383
1127	0.1855292314
1128	0.1854242132
1129	0.1853476109
1130	0.1853038922
1131	0.1852749602
1132	0.1850170647
1133	0.1848072799
1134	0.1847736162
1135	0.1847355101
1136	0.1846659175
1137	0.1845170043
1138	0.1844419625
1139	0.1843612954
1140	0.1843038972
1141	0.184252376
1142	0.1841480499
1143	0.1840886004
1144	0.1840304471
1145	0.183997916
1146	0.1838856239
1147	0.1837791081
1148	0.1837351502
1149	0.1836844092
1150	0.1834617882
1151	0.1834024897
1152	0.1832549231
1153	0.1832080204
1154	0.1831046633
1155	0.1829464753
1156	0.1828920345
1157	0.182658553
1158	0.1825850465
1159	0.1825372
1160	0.1824824571
1161	0.1824554884
1162	0.1823014029
1163	0.1822610316
1164	0.1821099287
1165	0.1818902147
1166	0.1815596936
1167	0.18126042
1168	0.181155729
1169	0.1810234526
1170	0.1809168236
1171	0.1808017628
1172	0.1807107135
1173	0.1806768358
1174	0.1805129848
1175	0.1804651382
1176	0.1802844993
1177	0.1802407554
1178	0.1800604437
1179	0.1800370993
1180	0.1799573635
1181	0.1799051501
1182	0.1797001978
1183	0.1796490541
1184	0.1795795999
1185	0.1795561045
1186	0.1794832525
1187	0.1793511019
1188	0.1793161042
1189	0.1791776991
1190	0.1788955279
1191	0.1788436292
1192	0.1787995203
1193	0.1787308337
1194	0.1787016375
1195	0.1786371793
1196	0.1785431475
1197	0.1784241478
1198	0.1783908993
1199	0.1783495968
1200	0.1782569366
1201	0.178160564
1202	0.1780576096
1203	0.1780176788
1204	0.1779459719
1205	0.1778890771
1206	0.1777113452
1207	0.177358625
1208	0.1772941542
1209	0.1772526
1210	0.1772209624
1211	0.1770482518
1212	0.1769462916
1213	0.1769034285
1214	0.1768656245
1215	0.1768156386
1216	0.1765742917
1217	0.1764189982
1218	0.1763545148
1219	0.1763020246
1220	0.1762641702
1221	0.1762308966
1222	0.176195232
1223	0.1759704212
1224	0.1758054879
1225	0.1756543346
1226	0.1756248112
1227	0.1755818853
1228	0.1754517105
1229	0.175415555
1230	0.1753097943
1231	0.1752688441
1232	0.1752248611
1233	0.175176939
1234	0.175010936
1235	0.1749476482
1236	0.1749128141
1237	0.1748726819
1238	0.1748174231
1239	0.1746682204
1240	0.1746226391
1241	0.1745804808
1242	0.1743897617
1243	0.1743380014
1244	0.1742878644
1245	0.1741823177
1246	0.1741377809
1247	0.174062651
1248	0.1740113815
1249	0.17396317
1250	0.1739277193
1251	0.1738670617
1252	0.1737144234
1253	0.1735307265
1254	0.1734604543
1255	0.1733363704
1256	0.17330915
1257	0.1732675957
1258	0.1732250473
1259	0.1731624265
1260	0.1731264724
1261	0.1730660916
1262	0.1730222848
1263	0.1729769803
1264	0.1729119558
1265	0.172686453
1266	0.172611537
1267	0.1725696178
1268	0.1725289571
1269	0.1724425766
1270	0.1723802704
1271	0.1722215916
1272	0.1720938834
1273	0.172059452
1274	0.1720391405
1275	0.1719689438
1276	0.1719161641
1277	0.1718731878
1278	0.1717099282
1279	0.1716501767
1280	0.171611454
1281	0.1715765947
1282	0.1714966575
1283	0.1714652465
1284	0.171434603
1285	0.1713702581
1286	0.1713253438
1287	0.1712684238
1288	0.1712067846
1289	0.1711238397
1290	0.1710794791
1291	0.1709927714
1292	0.170943528
1293	0.1709059253
1294	0.1708363075
1295	0.1707462775
1296	0.1706483066
1297	0.1706224076
1298	0.170589587
1299	0.1705468498
1300	0.1705119528
1301	0.1704841913
1302	0.1704657045
1303	0.1704245152
1304	0.1703959483
1305	0.1702724559
1306	0.170201114
1307	0.1701268399
1308	0.1699272612
1309	0.1697348431
1310	0.1695871507
1311	0.1695449546
1312	0.1694407418
1313	0.1694021953
1314	0.1693544242
1315	0.1692908722
1316	0.1692594359
1317	0.1691812606
1318	0.169140172
1319	0.1690521807
1320	0.1688645951
1321	0.1688291066
1322	0.1687847586
1323	0.1686937092
1324	0.1684947094
1325	0.1684325165
1326	0.1683971665
1327	0.168364132
1328	0.168329235
1329	0.1682749955
1330	0.1682317423
1331	0.1680049432
1332	0.1678856918
1333	0.1678522043
1334	0.1677856571
1335	0.1677274409
1336	0.1676955264
1337	0.1676139659
1338	0.1674974579
1339	0.1674656567
1340	0.16743378
1341	0.1673778164
1342	0.1673431963
1343	0.1673198897
1344	0.1672440047
1345	0.1671189015
1346	0.1667223366
1347	0.166542931
1348	0.1664649696
1349	0.1664169091
1350	0.1663884428
1351	0.1663120545
1352	0.1662895911
1353	0.1662391773
1354	0.1661771479
1355	0.166110412
1356	0.1660450226
1357	0.1659763234
1358	0.1658442861
1359	0.1657327617
1360	0.1656701283
1361	0.1656190853
1362	0.1655466233
1363	0.1655156527
1364	0.1652946173
1365	0.1652594309
1366	0.1650888848
1367	0.1649514865
1368	0.1647939529
1369	0.1646696803
1370	0.1645493718
1371	0.1644428937
1372	0.1643922534
1373	0.1642796216
1374	0.1642457942
1375	0.1641972681
1376	0.1641619936
1377	0.1641211693
1378	0.1640125141
1379	0.1639864263
1380	0.1639524102
1381	0.1639272914
1382	0.1638860644
1383	0.1638153517
1384	0.1637688643
1385	0.1636939106
1386	0.1636644124
1387	0.1636344485
1388	0.1635831412
1389	0.1635111323
1390	0.163455433
1391	0.1633661455
1392	0.1633030716
1393	0.1632537401
1394	0.1630482593
1395	0.1630001737
1396	0.1629404347
1397	0.1629045561
1398	0.1628259907
1399	0.1627751616
1400	0.1627420138
1401	0.1626275068
1402	0.1625271701
1403	0.1624997735
1404	0.1624210067
1405	0.1622794932
1406	0.1621680317
1407	0.1621426989
1408	0.1621045929
1409	0.1620508568
1410	0.1619423149
1411	0.1619224187
1412	0.1618633719
1413	0.1616950658
1414	0.1616500886
1415	0.1616275245
1416	0.1615891793
1417	0.1614969596
1418	0.1614641013
1419	0.1614233524
1420	0.1613779725
1421	0.1613395392
1422	0.1612374784
1423	0.1611922242
1424	0.16114955
1425	0.1611184787
1426	0.161092416
1427	0.1610621753
1428	0.1609605298
1429	0.1609216686
1430	0.160900602
1431	0.1608749673
1432	0.1608544293
1433	0.1607734476
1434	0.1605931736
1435	0.1605548159
1436	0.1604355519
1437	0.1603881962
1438	0.1602871673
1439	0.1602552402
1440	0.1600546799
1441	0.1600148246
1442	0.1599866352
1443	0.1598784331
1444	0.1598106022
1445	0.1597833063
1446	0.1596681701
1447	0.1595655807
1448	0.1594414969
1449	0.1594140499
1450	0.1593841742
1451	0.1593639382
1452	0.159318382
1453	0.1592128478
1454	0.1591789198
1455	0.1590455486
1456	0.1590083989
1457	0.1589806122
1458	0.1588700316
1459	0.1588277223
1460	0.1587594762
1461	0.1585690842
1462	0.1584564649
1463	0.1584312832
1464	0.1583955682
1465	0.1583267055
1466	0.1582772229
1467	0.1581679134
1468	0.1581421276
1469	0.1581082751
1470	0.1580355363
1471	0.1580011049
1472	0.1579113266
1473	0.1578845592
1474	0.1577507727
1475	0.1577217401
1476	0.157691298
1477	0.1576594591
1478	0.1576343025
1479	0.1576040995
1480	0.1575493441
1481	0.1575047318
1482	0.1574687777
1483	0.1573937107
1484	0.1573139246
1485	0.157272622
1486	0.1572294821
1487	0.1571637403
1488	0.1570337669
1489	0.1569579826
1490	0.156893084
1491	0.1568641521
1492	0.1566915044
1493	0.1566590614
1494	0.1566324199
1495	0.1564354462
1496	0.1562708904
1497	0.156218073
1498	0.1561691567
1499	0.1561382616
1500	0.1560932844
1501	0.1560751752
1502	0.156043374
1503	0.1557601708
1504	0.155697915
1505	0.1555116885
1506	0.1554637162
1507	0.1554332867
1508	0.1553753599
1509	0.1553357563
1510	0.1552706311
1511	0.1549777882
1512	0.1547902656
1513	0.1547389331
1514	0.15459114
1515	0.1544845864
1516	0.1544261311
1517	0.1543966958
